1,2,1,1,0.9999996130910301,0.3309525,55,31,400000,-4.052576570997911,-0.43828086486728424
1,2,1,1,0.9999935777900252,0.05391,68,42,400000,-4.001227961849543,-2.4116605788404684
1,2,1,1,0.9999738077931319,0.0564125,53,31,400000,-3.8003980457513284,-2.395585571758232
1,2,1,1,0.999996564763666,0.0568775,53,31,400000,-4.8970134495743585,-2.2489100740378785
1,2,1,1,0.9999871640386907,0.0960475,66,40,400000,-2.924528249067452,-1.9769584830961406
1,2,1,1,0.9999814311291368,0.038645,53,31,400000,-3.987046991189505,-2.8519416700616764
1,2,1,1,0.9999991619020079,0.050775,71,44,400000,-4.108860123178201,-2.4690789449690915
1,2,1,1,0.999999934715806,0.24629,68,41,400000,-1.5802917162498673,-1.2461511047962515
1,2,1,1,0.9999990251797595,0.3531175,68,41,400000,-1.4275799455049163,-0.7608141444407917
1,2,1,1,0.999998630338625,0.3364975,69,42,400000,-3.1458655274745446,-0.4608407994698718
2,4,1,2,0.999995877801739,0.1281425,318,199,400000,-4.961287950076409,-0.7666595711788524
2,4,1,2,0.9999954477240623,0.2620925,333,220,400000,-3.9903980185647345,-0.22918551018487143
2,4,1,2,0.9999989418995033,0.239955,276,185,400000,-3.829418396479591,-0.205230181046538
2,4,1,2,0.9999919145057206,0.0700775,338,234,400000,-3.5348798628767355,-2.1950716726808333
2,4,1,2,0.9999976735256879,0.118865,331,220,400000,-4.41537298876827,-1.2264614769866569
2,4,1,2,0.9999919014363231,0.1258475,313,205,400000,-3.0541426435156285,-1.284690011445007
2,4,1,2,0.999995140035485,0.2959075,307,198,400000,-4.822794129544791,-0.34767975820133845
2,4,1,2,0.9999925942297195,0.0516325,277,174,400000,-4.12703354095823,-2.1775682154353047
2,4,1,2,0.9999814879065738,0.0677725,322,214,400000,-3.7650403529884424,-1.6643116361074575
2,4,1,2,0.9999986591775161,0.4702975,345,231,400000,-1.7474818216428538,-0.30602852334332287
3,8,2,2,0.9999425587248462,0.0658625,1954,1392,400000,-4.429873527932344,-0.49284003108050545
3,8,2,2,0.999948109557004,0.032485,2038,1471,400000,-4.58087842691978,-0.32684543760964235
3,8,2,2,0.9998665331010791,0.02494,2131,1530,400000,-3.88826142903823,-0.23147197587958868
3,8,2,2,?,0.0,2126,1502,400000,-4.922252588530439,-0.13653366115382415
3,8,2,2,?,0.0,2226,1624,400000,-4.81213437220845,-1.1737233436414294
3,8,2,2,0.9995352772377589,0.0085175,2065,1471,400000,-4.589555944867238,-1.4278946883005643
3,8,2,2,0.999472663135397,0.01207,2039,1466,400000,-4.098674381022009,-1.358221606237271
3,8,2,2,0.9999363302313018,0.08912,2148,1497,400000,-4.895636339189874,-0.14365249325436125
3,8,2,2,0.9999198109030271,0.0404275,2025,1443,400000,-4.644589162697322,-0.10423009821367213
3,8,2,2,0.9996059613638627,0.0105975,2105,1505,400000,-4.846557523703496,-0.14224285464706554
4,12,3,2,?,0.0,11102,8739,400000,-4.384669189273813,-0.7204836402817207
4,12,3,2,?,0.0,10725,8403,400000,-4.8391548980930965,-0.7556776535518797
4,12,3,2,?,0.0,11010,8584,400000,-4.489405409178083,-0.7079542298474131
4,12,3,2,?,0.0,10629,8283,400000,-4.92700518582229,-0.4090114972108507
4,12,3,2,?,0.0,10567,8157,400000,-4.617139039562186,-1.2392627240064913
4,12,3,2,0.9974881191198949,0.0038325,11241,8877,400000,-4.24622810159198,-0.11812913905933442
4,12,3,2,?,0.0,10575,8198,400000,-4.552871153349431,-0.7974021411524488
4,12,3,2,?,0.0,10671,8367,400000,-4.532258448796561,-0.16337140361172953
4,12,3,2,?,0.0,10425,8043,400000,-4.807009539927621,-0.7197074735706872
4,12,3,2,?,0.0,11143,8732,400000,-4.954517032530818,-1.2219449902698245
4,16,4,2,?,0.0,12571,9660,400000,-4.9046425221652274,-0.27966105318631485
4,16,4,2,?,0.0,12208,9478,400000,-4.968138904263144,-0.8938986753808562
4,16,4,2,?,0.0,12814,9960,400000,-4.780288195756734,-0.08120820374609927
4,16,4,2,?,0.0,12998,10091,400000,-4.820609783142206,-0.15457356962070357
4,16,4,2,?,0.0,12823,9894,400000,-4.850644997950211,-0.3379825981778568
4,16,4,2,?,0.0,12972,10116,400000,-4.660756337993619,-0.20343510544922072
4,16,4,2,?,0.0,13023,10107,400000,-4.855153937633015,-0.039816044228467184
4,16,4,2,?,0.0,13371,10554,400000,-4.571340190107141,-0.38699670021462396
4,16,4,2,?,0.0,12358,9514,400000,-4.37607141863371,-0.07863928149135724
4,16,4,2,?,0.0,13144,10229,400000,-4.670527100554198,-0.4052317687525253
4,16,2,3,0.999401329738391,0.0215775,12614,9819,400000,-4.998977131081608,-0.30671655528883335
4,16,2,3,?,0.0,12295,9497,400000,-4.984139457586403,-0.030008999338221543
4,16,2,3,0.9996668715826034,0.050545,12289,9514,400000,-4.91425971431733,-0.038461318961612534
4,16,2,3,?,0.0,12461,9714,400000,-4.867758082485122,-1.075595462966354
4,16,2,3,0.9998172581425285,0.07039,12434,9711,400000,-4.761240223743751,-0.08166078144104816
4,16,2,3,0.9999006063214123,0.0694125,12546,9719,400000,-4.965323080464004,-0.2960898778597727
4,16,2,3,0.9998901451323463,0.0617075,12637,9864,400000,-4.692436011482341,-0.4365301017593204
4,16,2,3,?,0.0,12416,9706,400000,-4.920840561799978,-0.048216770680262755
4,16,2,3,0.9997477095598807,0.05252,12500,9740,400000,-4.694996546494046,-0.09242267242707047
4,16,2,3,?,0.0,12375,9688,400000,-4.930946884666488,-0.3931252357987143
4,16,1,4,0.999947219518783,0.1351225,8466,6516,400000,-4.815752651704527,-0.4633546730334466
4,16,1,4,0.9999513659512342,0.153815,8702,6842,400000,-4.758625429183565,-0.22696098632557504
4,16,1,4,0.999924107442529,0.1318525,9003,7078,400000,-4.939608569918358,-0.08708193622151583
4,16,1,4,0.9999548422686715,0.268105,8653,6779,400000,-4.7309837916629105,-0.1610705301225206
4,16,1,4,0.9999759371598175,0.1764175,8649,6782,400000,-4.974971019451548,-0.516371902080647
4,16,1,4,0.9999775364583409,0.1971275,8815,6930,400000,-4.798594066812862,-0.004441127896881447
4,16,1,4,0.9999720473744195,0.2081125,8674,6795,400000,-4.610909267644787,-0.038775316119073366
4,16,1,4,0.9999545433987234,0.2465275,8473,6550,400000,-4.848092496568928,-0.10972212349191857
4,16,1,4,0.9999818940767571,0.282145,8559,6654,400000,-4.959248730506603,-0.0051964262421648755
4,16,1,4,0.9999285496929344,0.11273,8421,6563,400000,-4.96683123752915,-0.31693044862919884
